|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
1|2006|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted in Singapore|2|545306|2532667|6905361|1142074|978295|105615|0|1423857|255891|877727|1111335|0|2845805|6514615|18723933
2|2006|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other ASEAN countries|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|2006|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other countries|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|2006|I742G|FIRST CAPITAL INSURANCE LTD|GWP - Total (2 to 4)|5|545306|2532667|6905361|1142074|978295|105615|0|1423857|255891|877727|1111335|0|2845805|6514615|18723933
5|2006|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - In Singapore|6|1468954|39070162|12499456|2786121|494376|114509|10266|2605031|227198|2224246|4259938|0|1403921|10720334|67164178
6|2006|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other ASEAN countries|7|35068|776017|690879|7261|3079|11240|0|120588|21138|170020|79136|0|87993|478875|2002419
7|2006|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other countries|8|621335|1695327|7304948|73805|42491|22121|4123|6476106|70787|2011735|486783|0|1101842|10147253|19911403
8|2006|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - Total (6 to 8)|9|2125357|41541506|20495283|2867187|539946|147870|14389|9201725|319123|4406001|4825857|0|2593756|21346462|89078000
9|2006|I742G|FIRST CAPITAL INSURANCE LTD|Net premiums written|10|1974330|7720591|5521652|6104116|7243021|283302|246041|1858658|422628|726255|5447372|0|2707511|11162424|40255477
10|2006|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at beginning of period|11|478598|1699477|2028896|2039382|2160783|136274|101424|442217|501223|645118|431091|0|335542|2355191|11000025
11|2006|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at end of period|12|505690|3146139|2356932|2723790|3152726|115197|78475|702270|494152|1007303|1199350|0|1087473|4490548|16569497
12|2006|I742G|FIRST CAPITAL INSURANCE LTD|Premiums earned during the period|13|1947238|6273929|5193616|5419708|6251078|304379|268990|1598605|429699|364070|4679113|0|1955580|9027067|34686005
13|2006|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Direct business|14|860299|3564489|714497|4113633|2958423|44024|166483|2248790|-300508|132460|10158|0|179779|2270679|14692527
14|2006|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted in Singapore|15|41921|239629|-1678514|1185121|137699|1165|0|-172997|2381|37053|239539|0|-268198|-162222|-235201
15|2006|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2006|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|2006|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (15 to 17)|18|41921|239629|-1678514|1185121|137699|1165|0|-172997|2381|37053|239539|0|-268198|-162222|-235201
18|2006|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded in Singapore|19|542855|2672107|556458|963335|284810|12844|8178|243226|-114071|98834|6336|0|101376|335701|5376288
19|2006|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|3377|128008|73809|0|1477|1765|0|17211|-18559|4709|0|0|15152|18513|226949
20|2006|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other countries|21|175599|283493|289345|10624|0|1971|10000|1588084|-60146|28154|0|0|-94894|1461198|2232230
21|2006|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (19 to 21)|22|721831|3083608|919612|973959|286287|16580|18178|1848521|-192776|131697|6336|0|21634|1815412|7835467
22|2006|I742G|FIRST CAPITAL INSURANCE LTD|Net claims settled|23|180389|720510|-1883629|4324795|2809835|28609|148305|227272|-105351|37816|243361|0|-110053|293045|6621859
23|2006|I742G|FIRST CAPITAL INSURANCE LTD|Claims liabilities at end of period|24|1770469|2714015|5943676|12074120|9078235|68935|52545|2661134|44177|435720|3962997|0|2489255|9593283|41295278
24|2006|I742G|FIRST CAPITAL INSURANCE LTD|Claims liabilities at beginning of period|25|1613804|1716767|916761|10672975|6366172|108452|97037|3010306|-9726|215908|1650883|0|1432412|6299783|27791751
25|2006|I742G|FIRST CAPITAL INSURANCE LTD|Net claims incurred|26|337054|1717758|3143286|5725940|5521898|-10908|103813|-121900|-51448|257628|2555475|0|946790|3586545|20125386
26|2006|I742G|FIRST CAPITAL INSURANCE LTD|Management Expenses|27|118831|1427884|754113|260037|225593|12498|7549|320590|21500|148761|297774|0|153659|942284|3748789
27|2006|I742G|FIRST CAPITAL INSURANCE LTD|Commissions|28|661210|3678183|2377310|670993|796224|83180|25604|576893|124064|805050|1516429|0|1061179|4083615|12376319
28|2006|I742G|FIRST CAPITAL INSURANCE LTD|Reinsurance commissions|29|451559|5456233|3549263|220734|62466|35792|2513|824872|105033|1310582|946096|0|666800|3853383|13631943
29|2006|I742G|FIRST CAPITAL INSURANCE LTD|Net commissions incurred|30|209651|-1778050|-1171953|450259|733758|47388|23091|-247979|19031|-505532|570333|0|394379|230232|-1255624
30|2006|I742G|FIRST CAPITAL INSURANCE LTD|Other distribution expenses|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
31|2006|I742G|FIRST CAPITAL INSURANCE LTD|Underwriting gain / (loss)|32|1281702|4906337|2468170|-1016528|-230171|255401|134537|1647894|440616|463213|1255531|0|460752|4268006|12067454
32|2006|I742G|FIRST CAPITAL INSURANCE LTD|F. NET INVESTMENT INCOME|33|277909|3339379|1763635|608146|527592|29228|17654|749761|50282|347905|696401|0|359363|2203712|8767255
33|2006|I742G|FIRST CAPITAL INSURANCE LTD|G. OPERATING RESULT|34|1559611|8245716|4231805|-408382|297421|284629|152191|2397655|490898|811118|1951932|0|820115|6471718|20834709
34|2006|I742G|FIRST CAPITAL INSURANCE LTD|Net Loss Ratio|35|0.09136719798615227|0.09332316658141844|-0.3411350443671568|0.7085047204214336|0.3879368843470149|0.10098410883085894|0.6027653927597433|0.12227747116467903|-0.24927595899940372|0.052069865267709|0.04467493683192556|0|-0.040647295615788816|0.02625281032148573|0.16449585232836764
35|2006|I742G|FIRST CAPITAL INSURANCE LTD|Movement in Net Claims Liabilities|36|156665|997248|5026915|1401145|2712063|-39517|-44492|-349172|53903|219812|2312114|0|1056843|3293500|13503527
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2007|I742G|FIRST CAPITAL INSURANCE LTD|GWP - Direct business|1|5365092|40091591|22207920|7967101|11134898|257394|195911|13445312|1230772|11943985|8975298|0|3635110|39230477|126450384
1|2007|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted in Singapore|2|1187747|1395749|9686447|1345644|3245667|136730|0|2203608|417309|2170190|265266|0|3965736|9022109|26020093
2|2007|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other ASEAN countries|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|2007|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other countries|4|0|0|12071|0|0|0|0|0|0|0|0|0|0|0|12071
4|2007|I742G|FIRST CAPITAL INSURANCE LTD|GWP - Total (2 to 4)|5|1187747|1395749|9698518|1345644|3245667|136730|0|2203608|417309|2170190|265266|0|3965736|9022109|26032164
5|2007|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - In Singapore|6|1290840|20379704|7261679|3099874|858113|61573|8041|2783382|348019|4098565|2127665|0|709468|10067099|43026923
6|2007|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other ASEAN countries|7|186420|1015565|849005|14114|18014|9161|-140|223329|56891|443640|207116|0|101761|1032737|3124876
7|2007|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other countries|8|2742926|10622382|16949468|182562|963447|49953|1711|7728712|319395|7259764|1935503|0|2288056|19531430|51043879
8|2007|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - Total (6 to 8)|9|4220186|32017651|25060152|3296550|1839574|120687|9612|10735423|724305|11801969|4270284|0|3099285|30631266|97195678
9|2007|I742G|FIRST CAPITAL INSURANCE LTD|Net premiums written|10|2332653|9469689|6846286|6016195|12540991|273437|186299|4913497|923776|2312206|4970280|0|4501561|17621320|55286870
10|2007|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at beginning of period|11|505690|3146139|2356932|2723790|3152726|115197|78475|702270|494152|1007303|1199350|0|1087473|4490548|16569497
11|2007|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at end of period|12|599788|3301419|3248795|2848720|7068161|76493|68059|4097196|925925|2717620|1458668|0|1666419|10865828|28077263
12|2007|I742G|FIRST CAPITAL INSURANCE LTD|Premiums earned during the period|13|2238555|9314409|5954423|5891265|8625556|312141|196715|1518571|492003|601889|4710962|0|3922615|11246040|43779104
13|2007|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Direct business|14|1564000|6118441|1995353|5741619|4476000|20470|129154|199566|-25958|342433|810535|0|306724|1633300|21678337
14|2007|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted in Singapore|15|216472|22621|2021069|1545111|561850|20113|0|98168|-49725|237684|59874|0|494989|840990|5228226
15|2007|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2007|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|2007|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (15 to 17)|18|216472|22621|2021069|1545111|561850|20113|0|98168|-49725|237684|59874|0|494989|840990|5228226
18|2007|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded in Singapore|19|637636|4076937|1389983|2128589|472172|7909|7335|46182|-103581|275833|47029|0|64938|330401|9050962
19|2007|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|29171|202915|102988|3415|1404|1502|0|1605|-11|17817|226|0|7451|27088|368483
20|2007|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other countries|21|394253|946886|1028679|24838|35764|8305|0|9999|-25746|187553|426|0|177412|349644|2788369
21|2007|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (19 to 21)|22|1061060|5226738|2521650|2156842|509340|17716|7335|57786|-129338|481203|47681|0|249801|707133|12207814
22|2007|I742G|FIRST CAPITAL INSURANCE LTD|Net claims settled|23|719412|914324|1494772|5129888|4528510|22867|121819|239948|53655|98914|822728|0|551912|1767157|14698749
23|2007|I742G|FIRST CAPITAL INSURANCE LTD|Claims liabilities at end of period|24|3052637|7433995|8072621|13344229|9197233|89065|41539|2619603|9947|488587|4172047|0|2846991|10137175|51368494
24|2007|I742G|FIRST CAPITAL INSURANCE LTD|Claims liabilities at beginning of period|25|1770469|2714015|5943676|12074120|9078235|68935|52545|2661134|44177|435720|3962997|0|2489255|9593283|41295278
25|2007|I742G|FIRST CAPITAL INSURANCE LTD|Net claims incurred|26|2001580|5634304|3623717|6399997|4647508|42997|110813|198417|19425|151781|1031778|0|909648|2311049|24771965
26|2007|I742G|FIRST CAPITAL INSURANCE LTD|Management Expenses|27|186980|1183805|910422|265731|410337|11246|5590|446528|47027|402736|263671|0|216882|1376844|4350955
27|2007|I742G|FIRST CAPITAL INSURANCE LTD|Commissions|28|1130973|4722523|4465260|713289|1620605|76834|19859|910071|255828|1312469|1485694|0|1873537|5837599|18586942
28|2007|I742G|FIRST CAPITAL INSURANCE LTD|Reinsurance commissions|29|1158202|7046187|6782024|528181|236124|34669|1856|1512073|479172|2900061|1059868|0|1782971|7734145|23521388
29|2007|I742G|FIRST CAPITAL INSURANCE LTD|Net commissions incurred|30|-27229|-2323664|-2316764|185108|1384481|42165|18003|-602002|-223344|-1587592|425826|0|90566|-1896546|-4934446
30|2007|I742G|FIRST CAPITAL INSURANCE LTD|Other distribution expenses|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
31|2007|I742G|FIRST CAPITAL INSURANCE LTD|Underwriting gain / (loss)|32|77224|4819964|3737048|-959571|2183230|215733|62309|1475628|648895|1634964|2989687|0|2705519|9454693|19590630
32|2007|I742G|FIRST CAPITAL INSURANCE LTD|F. NET INVESTMENT INCOME|33|123226|780171|600002|175127|270427|7412|3684|294279|30992|265418|173769|0|142934|907392|2867441
33|2007|I742G|FIRST CAPITAL INSURANCE LTD|G. OPERATING RESULT|34|200450|5600135|4337050|-784444|2453657|223145|65993|1769907|679887|1900382|3163456|0|2848453|10362085|22458071
34|2007|I742G|FIRST CAPITAL INSURANCE LTD|Net Loss Ratio|35|0.30840935192675467|0.09655269565874866|0.218333268578029|0.8526798084171141|0.36109666293516995|0.0836280386341278|0.6538897149206383|0.048834465554776975|0.05808226236663434|0.04277906034323931|0.16552950739193767|0|0.12260458094425467|0.10028516592400569|0.2658632872506619
35|2007|I742G|FIRST CAPITAL INSURANCE LTD|Movement in Net Claims Liabilities|36|1282168|4719980|2128945|1270109|118998|20130|-11006|-41531|-34230|52867|209050|0|357736|543892|10073216
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2008|I742G|FIRST CAPITAL INSURANCE LTD|GWP - Direct business|1|5745188|44841351|24049872|11461670|18614307|237328|704354|6246518|8546970|11315150|12072749|0|5676976|43858363|149512433
1|2008|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted in Singapore|2|1858054|438062|8533429|1672259|5060816|36522|3113|1245532|516948|3829760|189379|0|4711235|10492854|28095109
2|2008|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other ASEAN countries|3|0|29744|0|0|0|0|0|0|0|0|0|0|0|0|29744
3|2008|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other countries|4|0|46367|146414|0|0|0|0|0|0|0|0|0|0|0|192781
4|2008|I742G|FIRST CAPITAL INSURANCE LTD|GWP - Total (2 to 4)|5|1858054|514173|8679843|1672259|5060816|36522|3113|1245532|516948|3829760|189379|0|4711235|10492854|28317634
5|2008|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - In Singapore|6|1144147|13027041|7907511|655603|1985148|39623|113691|1380018|3625886|4564248|3089543|0|1155070|13814765|38687529
6|2008|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other ASEAN countries|7|176302|1025353|1091289|11605|16290|7078|24139|227444|342865|797620|333842|0|184998|1886769|4238825
7|2008|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other countries|8|3362298|20762821|18315244|240398|3373171|47890|172966|6929110|3276968|8174369|3278280|0|4297037|25955764|72230552
8|2008|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - Total (6 to 8)|9|4682747|34815215|27314044|907606|5374609|94591|310796|8536572|7245719|13536237|6701665|0|5637105|41657298|115156906
9|2008|I742G|FIRST CAPITAL INSURANCE LTD|Net premiums written|10|2920495|10540309|5415671|12226323|18300514|179259|396671|-1044522|1818199|1608673|5560463|0|4751106|12693919|62673161
10|2008|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at beginning of period|11|599788|3301419|3248795|2848720|7068161|76493|68059|4097196|925925|2717620|1458668|0|1666419|10865828|28077263
11|2008|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at end of period|12|742531|2458465|3008004|4743876|9961151|65215|60214|1528890|2290301|3268524|1796908|0|2370736|11255359|32294815
12|2008|I742G|FIRST CAPITAL INSURANCE LTD|Premiums earned during the period|13|2777752|11383263|5656462|10331167|15407524|190537|404516|1523784|453823|1057769|5222223|0|4046789|12304388|58455609
13|2008|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Direct business|14|3140503|17970913|31775330|8633258|4843963|28354|225466|441219|-13668|397874|1402683|0|51155|2279263|68897050
14|2008|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted in Singapore|15|325698|63752|3662986|1334886|1063410|107|0|130271|0|104032|-13902|0|958695|1179096|7629935
15|2008|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2008|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|2008|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (15 to 17)|18|325698|63752|3662986|1334886|1063410|107|0|130271|0|104032|-13902|0|958695|1179096|7629935
18|2008|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded in Singapore|19|1058282|8244114|29561939|2811065|395065|1419|36660|311319|-8656|219422|100008|0|15722|637815|42746359
19|2008|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|193705|950683|303827|0|0|11|7698|15126|2|12517|5871|0|2840|36356|1492280
20|2008|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other countries|21|1228455|5306907|3300116|2375|1049|946|43880|75445|-3007|110918|52703|0|332723|568782|10452510
21|2008|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (19 to 21)|22|2480442|14501704|33165882|2813440|396114|2376|88238|401890|-11661|342857|158582|0|351285|1242953|54691149
22|2008|I742G|FIRST CAPITAL INSURANCE LTD|Net claims settled|23|985759|3532961|2272434|7154704|5511259|26085|137228|169600|-2007|159049|1230199|0|658565|2215406|21835836
23|2008|I742G|FIRST CAPITAL INSURANCE LTD|Claims liabilities at end of period|24|3009054|10136347|9742122|17799722|16480682|160859|58672|4468395|2660|1225930|6215182|0|3713773|15625940|73013398
24|2008|I742G|FIRST CAPITAL INSURANCE LTD|Claims liabilities at beginning of period|25|3052637|7433995|8072621|13344229|9197233|89065|41539|2619603|9947|488587|4172047|0|2846991|10137175|51368494
25|2008|I742G|FIRST CAPITAL INSURANCE LTD|Net claims incurred|26|942176|6235313|3941935|11610197|12794708|97879|154361|2018392|-9294|896392|3273334|0|1525347|7704171|43480740
26|2008|I742G|FIRST CAPITAL INSURANCE LTD|Management Expenses|27|193934|1156872|834829|335004|603876|6985|18045|191098|231191|386298|312767|0|264969|1386323|4535868
27|2008|I742G|FIRST CAPITAL INSURANCE LTD|Commissions|28|1385050|5180056|5185618|936720|2594334|57749|97090|843582|1151286|2098479|1845786|0|2538074|8477207|23913824
28|2008|I742G|FIRST CAPITAL INSURANCE LTD|Reinsurance commissions|29|1106985|8439132|7569345|76579|1066149|24968|74012|1380579|1673129|3678841|1637387|0|3736557|12106493|30463663
29|2008|I742G|FIRST CAPITAL INSURANCE LTD|Net commissions incurred|30|278065|-3259076|-2383727|860141|1528185|32781|23078|-536997|-521843|-1580362|208399|0|-1198483|-3629286|-6549839
30|2008|I742G|FIRST CAPITAL INSURANCE LTD|Other distribution expenses|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
31|2008|I742G|FIRST CAPITAL INSURANCE LTD|Underwriting gain / (loss)|32|1363577|7250154|3263425|-2474175|480755|52892|209032|-148709|753769|1355441|1427723|0|3454956|6843180|16988840
32|2008|I742G|FIRST CAPITAL INSURANCE LTD|F. NET INVESTMENT INCOME|33|60152|358826|258938|103908|187304|2167|5597|59273|71708|119818|97011|0|82185|429995|1406887
33|2008|I742G|FIRST CAPITAL INSURANCE LTD|G. OPERATING RESULT|34|1423729|7608980|3522363|-2370267|668059|55059|214629|-89436|825477|1475259|1524734|0|3537141|7273175|18395727
34|2008|I742G|FIRST CAPITAL INSURANCE LTD|Net Loss Ratio|35|0.3375314801086802|0.33518571419490645|0.4196034064846258|0.5851885313352183|0.3011532353681432|0.14551570632436864|0.34594916189991204|-0.1623709218187841|-0.0011038395687160757|0.09886968948941145|0.22124038951432642|0|0.13861298821790127|0.17452498318289253|0.34840808492170994
35|2008|I742G|FIRST CAPITAL INSURANCE LTD|Movement in Net Claims Liabilities|36|-43583|2702352|1669501|4455493|7283449|71794|17133|1848792|-7287|737343|2043135|0|866782|5488765|21644904
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2009|I742G|FIRST CAPITAL INSURANCE LTD|GWP - Direct business|1|4788794|67618082|21906531|44142364|15488138|303015|708945|7415247|6700031|16077277|11134514|0|4214564|45541633|200497502
1|2009|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted in Singapore|2|2328570|1091430|9757800|1822053|2627880|33828|2063|1187605|5412817|860424|333862|0|4807682|12602390|30266014
2|2009|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other ASEAN countries|3|0|50475|0|0|0|0|0|0|0|0|0|0|0|0|50475
3|2009|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other countries|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|2009|I742G|FIRST CAPITAL INSURANCE LTD|GWP - Total (2 to 4)|5|2328570|1141905|9757800|1822053|2627880|33828|2063|1187605|5412817|860424|333862|0|4807682|12602390|30316489
5|2009|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - In Singapore|6|1050829|14992423|6571718|2446336|1036972|45593|40341|1004341|3487572|5076681|2400345|0|1256049|13224988|39409200
6|2009|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other ASEAN countries|7|192345|1899907|1133795|96522|68790|14254|3123|391944|627040|400944|486478|0|226752|2133158|5541894
7|2009|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other countries|8|2897024|38529332|18146295|8422317|1133782|69207|15556|5520720|4214416|9882295|2955687|0|2877169|25450287|94663800
8|2009|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - Total (6 to 8)|9|4140198|55421662|25851808|10965175|2239544|129054|59020|6917005|8329028|15359920|5842510|0|4359970|40808433|139614894
9|2009|I742G|FIRST CAPITAL INSURANCE LTD|Net premiums written|10|2977166|13338325|5812523|34999242|15876474|207789|651988|1685847|3783820|1577781|5625866|0|4662276|17335590|91199097
10|2009|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at beginning of period|11|742531|2458465|3008004|4743876|9961151|65215|60214|1528890|2290301|3268524|1796908|0|2370736|11255359|32294815
11|2009|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at end of period|12|758289|2887745|3136430|10641337|8237671|75870|340727|1678840|4327460|3336365|1934177|0|2082816|13359658|39437727
12|2009|I742G|FIRST CAPITAL INSURANCE LTD|Premiums earned during the period|13|2961408|12909045|5684097|29101781|17599954|197134|371475|1535897|1746661|1509940|5488597|0|4950196|15231291|84056185
13|2009|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Direct business|14|660077|10748925|7558443|15135599|10771381|159741|562672|-222544|-15500|380116|2118413|0|51724|2312209|47909047
14|2009|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted in Singapore|15|851390|443877|3748166|1376997|1831687|0|0|134843|341155|288148|93753|0|871892|1729791|9981908
15|2009|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2009|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|2009|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (15 to 17)|18|851390|443877|3748166|1376997|1831687|0|0|134843|341155|288148|93753|0|871892|1729791|9981908
18|2009|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded in Singapore|19|229144|4932442|5361045|2404879|1324187|7987|60016|-401424|34426|269418|319013|0|15934|237367|14557067
19|2009|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|47253|287317|332846|0|2422|0|8746|9864|14310|23016|40173|0|2081|89444|768028
20|2009|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other countries|21|681396|1495129|3515509|1577010|14049|0|49851|51841|87535|138121|370747|0|228670|876914|8209858
21|2009|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (19 to 21)|22|957793|6714888|9209400|3981889|1340658|7987|118613|-339719|136271|430555|729933|0|246685|1203725|23534953
22|2009|I742G|FIRST CAPITAL INSURANCE LTD|Net claims settled|23|553674|4477914|2097209|12530707|11262410|151754|444059|252018|189384|237709|1482233|0|676931|2838275|34356002
23|2009|I742G|FIRST CAPITAL INSURANCE LTD|Claims liabilities at end of period|24|4115980|13828097|9369703|37227480|27184600|25866|201596|4845945|5928|1849841|6952846|0|5833431|19487991|111441313
24|2009|I742G|FIRST CAPITAL INSURANCE LTD|Claims liabilities at beginning of period|25|3009054|10136347|9742122|17799722|16480682|160859|58672|4468395|2660|1225930|6215182|0|3713773|15625940|73013398
25|2009|I742G|FIRST CAPITAL INSURANCE LTD|Net claims incurred|26|1660600|8169664|1724790|31958465|21966328|16761|586983|629568|192652|861620|2219897|0|2796589|6700326|72783917
26|2009|I742G|FIRST CAPITAL INSURANCE LTD|Management Expenses|27|180099|1739915|801240|1163092|458411|8523|17991|217688|306506|428594|290198|0|228300|1471286|5840557
27|2009|I742G|FIRST CAPITAL INSURANCE LTD|Commissions|28|1433529|6789729|5143095|5302517|1733753|68844|95230|772796|1811942|569268|1715761|0|2547849|7417616|27984313
28|2009|I742G|FIRST CAPITAL INSURANCE LTD|Reinsurance commissions|29|1117733|10520696|6549438|2055390|313983|38465|7232|1298198|2196836|1765179|1519432|0|2815718|9595363|30198300
29|2009|I742G|FIRST CAPITAL INSURANCE LTD|Net commissions incurred|30|315796|-3730967|-1406343|3247127|1419770|30379|87998|-525402|-384894|-1195911|196329|0|-267869|-2177747|-2213987
30|2009|I742G|FIRST CAPITAL INSURANCE LTD|Other distribution expenses|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
31|2009|I742G|FIRST CAPITAL INSURANCE LTD|Underwriting gain / (loss)|32|804913|6730433|4564410|-7266903|-6244555|141471|-321497|1214043|1632397|1415637|2782173|0|2193176|9237426|7645698
